Year,StateAbbr,StateDesc,CityName,Data_Value,Low_Confidence_Limit,High_Confidence_Limit
2017,OH,Ohio,Toledo,8.7,8.3,9.2
2017,OH,Ohio,Dayton,10.9,10.5,11.3
2017,OK,Oklahoma,Edmond,9.3,8.7,9.9
2017,OK,Oklahoma,Oklahoma City,10.4,9.8,11.2
2017,OH,Ohio,Dayton,11.7,11,12.5
2017,OK,Oklahoma,Oklahoma City,9.2,8.8,9.8
2017,OK,Oklahoma,Oklahoma City,11.1,10.5,11.7
2017,OK,Oklahoma,Oklahoma City,9.2,8.6,9.9
2017,OK,Oklahoma,Oklahoma City,14.3,13.3,15.7
2017,OH,Ohio,Toledo,13.8,13.1,14.6
2017,OH,Ohio,Dayton,11.7,10.4,13.1
2017,OK,Oklahoma,Norman,10,9.4,10.6
2017,OK,Oklahoma,Oklahoma City,11.6,11.1,12
2017,OK,Oklahoma,Norman,12.6,11.6,13.7
2017,OK,Oklahoma,Oklahoma City,9.1,8.6,9.5
2017,OH,Ohio,Dayton,13.6,12.5,14.8
2017,OK,Oklahoma,Norman,10.1,9.4,10.8
2017,OK,Oklahoma,Edmond,10.1,9.5,10.9
2017,OK,Oklahoma,Oklahoma City,9.8,9.3,10.2
2017,OH,Ohio,Toledo,9.4,8.9,10
2017,OH,Ohio,Dayton,9.9,9.3,10.6
2017,OK,Oklahoma,Oklahoma City,11.2,10.6,11.9
2017,OH,Ohio,Dayton,10.2,9.5,11
2017,OK,Oklahoma,Oklahoma City,9.4,8.9,10
2017,OH,Ohio,Toledo,8.8,8.4,9.4
2017,OK,Oklahoma,Norman,10.7,10.1,11.4
2017,OK,Oklahoma,Oklahoma City,10.3,9.7,11.1
2017,OK,Oklahoma,Oklahoma City,10.9,10.4,11.5
2017,OH,Ohio,Dayton,11,10.3,11.9
2017,OH,Ohio,Toledo,10.5,9.9,11.2
2017,OK,Oklahoma,Oklahoma City,10.8,10.3,11.4
2017,OK,Oklahoma,Oklahoma City,10.6,10.2,11.2
2017,OH,Ohio,Toledo,9.8,9.2,10.3
2017,OK,Oklahoma,Oklahoma City,10.9,10.2,11.6
2017,OH,Ohio,Youngstown,10.9,10.4,11.5
2017,OK,Oklahoma,Oklahoma City,9.1,8.7,9.7
2017,OK,Oklahoma,Oklahoma City,10.4,9.9,11
2017,OH,Ohio,Dayton,10.7,10,11.4
2017,OK,Oklahoma,Oklahoma City,8.9,8.6,9.3
2017,OK,Oklahoma,Lawton,9.4,9,9.9
2017,OK,Oklahoma,Oklahoma City,10.6,10.3,11.1
2017,OK,Oklahoma,Oklahoma City,10,9.5,10.6
2017,OK,Oklahoma,Oklahoma City,11.1,10.6,11.7
2017,OH,Ohio,Parma,9.5,9.1,10
2017,OK,Oklahoma,Lawton,9.1,8.5,9.8
2017,OH,Ohio,Toledo,11.5,10.8,12.2
2017,OH,Ohio,Dayton,11.8,11.7,11.9
2017,OK,Oklahoma,Oklahoma City,9.4,9,10
2017,OH,Ohio,Toledo,12.3,11.6,13.1
2017,OK,Oklahoma,Lawton,9.3,9,9.8
2017,OK,Oklahoma,Oklahoma City,9.6,9.3,10
2017,OH,Ohio,Dayton,11,9.9,12.3
2017,OH,Ohio,Toledo,12.9,12.1,13.7
2017,OH,Ohio,Dayton,12.9,12.2,13.6
2017,OH,Ohio,Dayton,12.7,12,13.7
2017,OH,Ohio,Youngstown,10.3,9.8,10.9
2017,OR,Oregon,Eugene,11,10.3,11.7
2017,OK,Oklahoma,Tulsa,11.2,10.6,11.9
2017,OR,Oregon,Portland,10.3,9.6,11.1
2017,OK,Oklahoma,Tulsa,9.4,8.9,10
2017,OK,Oklahoma,Tulsa,10.9,10.3,11.5
2017,PA,Pennsylvania,Allentown,11.9,11.4,12.4
2017,OR,Oregon,Portland,10,9.6,10.6
2017,OR,Oregon,Beaverton,,,
2017,OR,Oregon,Portland,10,9.5,10.7
2017,OR,Oregon,Eugene,11.3,10.7,12.1
2017,OR,Oregon,Hillsboro,9.8,9.6,9.9
2017,OR,Oregon,Portland,9.9,9.3,10.6
2017,OR,Oregon,Portland,10.6,10.1,11.2
2017,OR,Oregon,Bend,10.4,9.9,10.9
2017,OR,Oregon,Beaverton,9.7,9.6,9.9
2017,OK,Oklahoma,Tulsa,,,
2017,OK,Oklahoma,Tulsa,9.5,9,10.1
2017,OR,Oregon,Portland,10.7,10.2,11.4
2017,OR,Oregon,Eugene,12.9,11.5,14.4
2017,OR,Oregon,Portland,9.8,9.3,10.5
2017,OR,Oregon,Portland,9.6,9.2,10
2017,OK,Oklahoma,Tulsa,9.2,8.7,9.7
2017,OR,Oregon,Bend,10.3,9.8,11
2017,OR,Oregon,Hillsboro,10.5,9.9,11.2
2017,OK,Oklahoma,Tulsa,11.4,10.8,12.1
2017,OK,Oklahoma,Tulsa,8.9,8.5,9.5
2017,OR,Oregon,Medford,11.1,10.9,11.3
2017,OR,Oregon,Portland,10.6,10.1,11.3
2017,OR,Oregon,Salem,11.7,11.1,12.3
2017,OK,Oklahoma,Tulsa,12.1,11.6,12.8
2017,OR,Oregon,Gresham,12.1,11.5,12.8
2017,OR,Oregon,Beaverton,10.2,9.6,11
2017,OR,Oregon,Salem,10.4,9.8,11.1
2017,OR,Oregon,Medford,11.4,10.7,12.3
2017,PA,Pennsylvania,Allentown,10,9.5,10.6
2017,PA,Pennsylvania,Allentown,9.4,8.9,10
2017,PA,Pennsylvania,Allentown,10.2,9.7,10.9
2017,OR,Oregon,Eugene,10,9.4,10.7
2017,OR,Oregon,Portland,11.2,10.5,11.9
2017,OR,Oregon,Gresham,10.5,9.9,11.2
2017,OK,Oklahoma,Tulsa,10.5,10,11.1
2017,OK,Oklahoma,Tulsa,10.3,9.5,11.2
2017,OR,Oregon,Eugene,10.6,10,11.3
2017,OR,Oregon,Portland,10.2,10.1,10.2
2017,OR,Oregon,Salem,10.4,9.9,11.1
2017,OK,Oklahoma,Tulsa,13.7,12.8,14.7
2017,OK,Oklahoma,Tulsa,10.6,10.2,11.1
2017,OR,Oregon,Bend,10.2,9.6,10.9
2017,OR,Oregon,Portland,9.9,9.4,10.4
2017,OR,Oregon,Beaverton,10.3,9.6,11
2017,OR,Oregon,Eugene,11.8,11,12.7
2017,OR,Oregon,Portland,10.9,10.3,11.5
2017,OK,Oklahoma,Tulsa,9.1,8.8,9.5
2017,OR,Oregon,Salem,11.3,10.7,11.9
2017,OR,Oregon,Medford,11.6,10.9,12.5
2017,OR,Oregon,Portland,9.3,8.8,9.8
